GO:0019005	SCF ubiquitin ligase complex
GO:0006511	ubiquitin-dependent protein catabolic process
GO:0003700	DNA-binding transcription factor activity
GO:0006355	regulation of transcription, DNA-templated
GO:0004842	ubiquitin-protein transferase activity
GO:0005515	protein binding
GO:0016567	protein ubiquitination
GO:0004672	protein kinase activity
GO:0005515	protein binding
GO:0006468	protein phosphorylation
GO:0007179	transforming growth factor beta receptor signaling pathway
GO:0042127	regulation of cell proliferation
GO:0005025	transforming growth factor beta receptor activity, type I
GO:0019838	growth factor binding
GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway
GO:0004675	transmembrane receptor protein serine/threonine kinase activity
GO:0005515	protein binding
GO:0006468	protein phosphorylation
GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway
GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway
GO:0007548	sex differentiation
GO:0005515	protein binding
GO:0008201	heparin binding
GO:0045545	syndecan binding
GO:0030510	regulation of BMP signaling pathway
GO:0005201	extracellular matrix structural constituent
GO:0031461	cullin-RING ubiquitin ligase complex
GO:0004861	cyclin-dependent protein serine/threonine kinase inhibitor activity
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity
GO:0007050	cell cycle arrest
GO:0008285	negative regulation of cell proliferation
GO:0032926	negative regulation of activin receptor signaling pathway
GO:0004842	ubiquitin-protein transferase activity
GO:0006955	immune response
GO:0045080	positive regulation of chemokine biosynthetic process
GO:0019838	growth factor binding
GO:0007179	transforming growth factor beta receptor signaling pathway
GO:0004672	protein kinase activity
GO:0006468	protein phosphorylation
GO:0003677	DNA binding
GO:0005515	protein binding
GO:0042127	regulation of cell proliferation
GO:0007275	multicellular organism development
GO:0030509	BMP signaling pathway
GO:0030514	negative regulation of BMP signaling pathway
GO:0003700	DNA-binding transcription factor activity
GO:0006355	regulation of transcription, DNA-templated
GO:0007275	multicellular organism development
GO:0005515	protein binding
GO:0051726	regulation of cell cycle
GO:0004672	protein kinase activity
GO:0004674	protein serine/threonine kinase activity
GO:0006468	protein phosphorylation
GO:0007266	Rho protein signal transduction
GO:0004672	protein kinase activity
GO:0004711	ribosomal protein S6 kinase activity
GO:0006468	protein phosphorylation
GO:0008104	protein localization
GO:0005515	protein binding
GO:0006355	regulation of transcription, DNA-templated
GO:0007165	signal transduction
GO:0004866	endopeptidase inhibitor activity
GO:0008201	heparin binding
GO:0016525	negative regulation of angiogenesis
GO:0008201	heparin binding
GO:0004402	histone acetyltransferase activity
GO:0016573	histone acetylation
GO:0003677	DNA binding
GO:0003700	DNA-binding transcription factor activity
GO:0006355	regulation of transcription, DNA-templated
GO:0005125	cytokine activity
GO:0006915	apoptotic process
GO:0007165	signal transduction
GO:0005102	signaling receptor binding
GO:0005125	cytokine activity
GO:0008083	growth factor activity
GO:0042803	protein homodimerization activity
GO:0030509	BMP signaling pathway
GO:0030509	BMP signaling pathway
GO:0046983	protein dimerization activity
GO:0045892	negative regulation of transcription, DNA-templated
GO:0045892	negative regulation of transcription, DNA-templated
GO:0045892	negative regulation of transcription, DNA-templated
GO:0019005	SCF ubiquitin ligase complex
GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
GO:0019005	SCF ubiquitin ligase complex
GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
GO:0005160	transforming growth factor beta receptor binding
GO:0008083	growth factor activity
GO:0042803	protein homodimerization activity
GO:0007179	transforming growth factor beta receptor signaling pathway
GO:0042127	regulation of cell proliferation
GO:0005026	transforming growth factor beta receptor activity, type II
GO:0005026	transforming growth factor beta receptor activity, type II
GO:0005026	transforming growth factor beta receptor activity, type II
GO:0008284	positive regulation of cell proliferation
GO:0016021	integral component of membrane
GO:0007179	transforming growth factor beta receptor signaling pathway
GO:0016021	integral component of membrane
GO:0007179	transforming growth factor beta receptor signaling pathway
GO:0005026	transforming growth factor beta receptor activity, type II
GO:0007179	transforming growth factor beta receptor signaling pathway
GO:0005026	transforming growth factor beta receptor activity, type II
GO:0016021	integral component of membrane
GO:0007179	transforming growth factor beta receptor signaling pathway
GO:0005026	transforming growth factor beta receptor activity, type II
GO:0005026	transforming growth factor beta receptor activity, type II
GO:0007179	transforming growth factor beta receptor signaling pathway
GO:0005026	transforming growth factor beta receptor activity, type II
GO:0007179	transforming growth factor beta receptor signaling pathway
GO:0007183	SMAD protein complex assembly
GO:0048185	activin binding
GO:0032924	activin receptor signaling pathway
GO:0048185	activin binding
GO:0032924	activin receptor signaling pathway
GO:0005102	signaling receptor binding
GO:0005102	signaling receptor binding
GO:0005179	hormone activity
GO:0007548	sex differentiation
GO:0008406	gonad development
GO:0019005	SCF ubiquitin ligase complex
GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
GO:0051726	regulation of cell cycle
GO:0007267	cell-cell signaling
GO:0009968	negative regulation of signal transduction
GO:0030512	negative regulation of transforming growth factor beta receptor signaling pathway
GO:0030514	negative regulation of BMP signaling pathway
GO:0007275	multicellular organism development
GO:0016015	morphogen activity
GO:0007368	determination of left/right symmetry
GO:0003924	GTPase activity
GO:0005515	protein binding
GO:0005525	GTP binding
GO:0000902	cell morphogenesis
GO:0007264	small GTPase mediated signal transduction
GO:0007266	Rho protein signal transduction
GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway
GO:0006511	ubiquitin-dependent protein catabolic process
GO:0007398	ectoderm development
GO:0009968	negative regulation of signal transduction
GO:0007596	blood coagulation
GO:0009986	cell surface
GO:0004674	protein serine/threonine kinase activity
GO:0004674	protein serine/threonine kinase activity
GO:0009986	cell surface
GO:0001501	skeletal system development
GO:0007267	cell-cell signaling
GO:0030509	BMP signaling pathway
GO:0001501	skeletal system development
GO:0008283	cell proliferation
GO:0030154	cell differentiation
GO:0008283	cell proliferation
GO:0007165	signal transduction
GO:0007179	transforming growth factor beta receptor signaling pathway
GO:0005887	integral component of plasma membrane
GO:0044424	intracellular part
GO:0044424	intracellular part
GO:0004402	histone acetyltransferase activity
GO:0030326	embryonic limb morphogenesis
GO:0007154	cell communication
GO:0005887	integral component of plasma membrane
GO:0005783	endoplasmic reticulum
GO:0004675	transmembrane receptor protein serine/threonine kinase activity
GO:0005783	endoplasmic reticulum
GO:0004675	transmembrane receptor protein serine/threonine kinase activity
GO:0005783	endoplasmic reticulum
GO:0004675	transmembrane receptor protein serine/threonine kinase activity
GO:0005783	endoplasmic reticulum
GO:0004675	transmembrane receptor protein serine/threonine kinase activity
GO:0005783	endoplasmic reticulum
GO:0004675	transmembrane receptor protein serine/threonine kinase activity
GO:0005783	endoplasmic reticulum
GO:0004675	transmembrane receptor protein serine/threonine kinase activity
GO:0005783	endoplasmic reticulum
GO:0004675	transmembrane receptor protein serine/threonine kinase activity
GO:0005783	endoplasmic reticulum
GO:0004675	transmembrane receptor protein serine/threonine kinase activity
GO:0005887	integral component of plasma membrane
GO:0005783	endoplasmic reticulum
GO:0004675	transmembrane receptor protein serine/threonine kinase activity
GO:0009986	cell surface
GO:0005783	endoplasmic reticulum
GO:0004675	transmembrane receptor protein serine/threonine kinase activity
GO:0007179	transforming growth factor beta receptor signaling pathway
GO:0044424	intracellular part
GO:0007179	transforming growth factor beta receptor signaling pathway
GO:0007179	transforming growth factor beta receptor signaling pathway
GO:0043066	negative regulation of apoptotic process
GO:0008083	growth factor activity
GO:0007179	transforming growth factor beta receptor signaling pathway
GO:0043066	negative regulation of apoptotic process
GO:0005615	extracellular space
GO:0007179	transforming growth factor beta receptor signaling pathway
GO:0043066	negative regulation of apoptotic process
GO:0008083	growth factor activity
GO:0005515	protein binding
GO:0005622	intracellular
GO:0008083	growth factor activity
GO:0005615	extracellular space
GO:0007165	signal transduction
GO:0003713	transcription coactivator activity
GO:0003713	transcription coactivator activity
GO:0003713	transcription coactivator activity
GO:0003713	transcription coactivator activity
GO:0044424	intracellular part
GO:0005615	extracellular space
GO:0005160	transforming growth factor beta receptor binding
GO:0042803	protein homodimerization activity
GO:0005615	extracellular space
GO:0007179	transforming growth factor beta receptor signaling pathway
GO:0008083	growth factor activity
GO:0005615	extracellular space
GO:0007179	transforming growth factor beta receptor signaling pathway
GO:0043066	negative regulation of apoptotic process
GO:0008083	growth factor activity
GO:0005615	extracellular space
GO:0008083	growth factor activity
GO:0005160	transforming growth factor beta receptor binding
GO:0042803	protein homodimerization activity
GO:0005615	extracellular space
GO:0007179	transforming growth factor beta receptor signaling pathway
GO:0008083	growth factor activity
GO:0005072	transforming growth factor beta receptor, cytoplasmic mediator activity
GO:0006811	ion transport
GO:0005216	ion channel activity
GO:0008076	voltage-gated potassium channel complex
GO:0005249	voltage-gated potassium channel activity
GO:0008076	voltage-gated potassium channel complex
GO:0005249	voltage-gated potassium channel activity
GO:0008076	voltage-gated potassium channel complex
GO:0005249	voltage-gated potassium channel activity
GO:0015459	potassium channel regulator activity
GO:0015459	potassium channel regulator activity
GO:0015459	potassium channel regulator activity
GO:0008076	voltage-gated potassium channel complex
GO:0005251	delayed rectifier potassium channel activity
GO:0015459	potassium channel regulator activity
GO:0015459	potassium channel regulator activity
GO:0005887	integral component of plasma membrane
GO:0005886	plasma membrane
GO:0005222	intracellular cAMP-activated cation channel activity
GO:0022843	voltage-gated cation channel activity
GO:0005251	delayed rectifier potassium channel activity
GO:0005251	delayed rectifier potassium channel activity
GO:0005251	delayed rectifier potassium channel activity
GO:0005267	potassium channel activity
GO:0005251	delayed rectifier potassium channel activity
GO:0008076	voltage-gated potassium channel complex
GO:0008076	voltage-gated potassium channel complex
GO:0005251	delayed rectifier potassium channel activity
GO:0008076	voltage-gated potassium channel complex
GO:0005251	delayed rectifier potassium channel activity
GO:0008076	voltage-gated potassium channel complex
GO:0005251	delayed rectifier potassium channel activity
GO:0005267	potassium channel activity
GO:0008076	voltage-gated potassium channel complex
GO:0005251	delayed rectifier potassium channel activity
GO:0005251	delayed rectifier potassium channel activity
GO:0005251	delayed rectifier potassium channel activity
GO:0005251	delayed rectifier potassium channel activity
GO:0005249	voltage-gated potassium channel activity
GO:0005249	voltage-gated potassium channel activity
GO:0009986	cell surface
GO:0009986	cell surface
GO:0005249	voltage-gated potassium channel activity
GO:0005249	voltage-gated potassium channel activity
GO:0008092	cytoskeletal protein binding
GO:0019221	cytokine-mediated signaling pathway
GO:0007186	G protein-coupled receptor signaling pathway
GO:0017157	regulation of exocytosis
GO:0005515	protein binding
GO:0005515	protein binding
GO:0046982	protein heterodimerization activity
GO:0046982	protein heterodimerization activity
GO:0005887	integral component of plasma membrane
GO:0046982	protein heterodimerization activity
GO:0042803	protein homodimerization activity
GO:0005730	nucleolus
GO:0000183	chromatin silencing at rDNA
GO:0000170	sphingosine hydroxylase activity
GO:0000170	sphingosine hydroxylase activity
GO:0006667	sphinganine metabolic process
GO:0046513	ceramide biosynthetic process
GO:0003677	DNA binding
GO:0003682	chromatin binding
GO:0004386	helicase activity
GO:0008094	DNA-dependent ATPase activity
GO:0042766	nucleosome mobilization
GO:0005515	protein binding
GO:0005515	protein binding
GO:0005515	protein binding
GO:0005515	protein binding
GO:0005515	protein binding
GO:0009986	cell surface
GO:0043525	positive regulation of neuron apoptotic process
GO:0070304	positive regulation of stress-activated protein kinase signaling cascade
GO:0005515	protein binding
GO:0005515	protein binding
GO:0019903	protein phosphatase binding
GO:0016477	cell migration
GO:0005515	protein binding
GO:0005634	nucleus
GO:0032996	Bcl3-Bcl10 complex
GO:0005515	protein binding
GO:0005515	protein binding
GO:0044212	transcription regulatory region DNA binding
GO:0071889	14-3-3 protein binding
GO:0005737	cytoplasm
GO:0005515	protein binding
GO:0043066	negative regulation of apoptotic process
GO:0005515	protein binding
GO:0005515	protein binding
GO:0005515	protein binding
GO:0044877	protein-containing complex binding
GO:0051318	G1 phase
GO:0004861	cyclin-dependent protein serine/threonine kinase inhibitor activity
GO:0005515	protein binding
GO:0005829	cytosol
GO:0005634	nucleus
GO:0005654	nucleoplasm
GO:0005829	cytosol
GO:0002756	MyD88-independent toll-like receptor signaling pathway
GO:0034142	toll-like receptor 4 signaling pathway
GO:0034340	response to type I interferon
GO:0039528	cytoplasmic pattern recognition receptor signaling pathway in response to virus
GO:0034142	toll-like receptor 4 signaling pathway
GO:0005886	plasma membrane
GO:0005886	plasma membrane
GO:0001530	lipopolysaccharide binding
GO:1990458	lipooligosaccharide binding
GO:0005615	extracellular space
GO:0005615	extracellular space
GO:0005886	plasma membrane
GO:0005886	plasma membrane
GO:0005886	plasma membrane
GO:0005852	eukaryotic translation initiation factor 3 complex
GO:0017148	negative regulation of translation
GO:0043065	positive regulation of apoptotic process
GO:0031369	translation initiation factor binding
GO:0019901	protein kinase binding
GO:0031625	ubiquitin protein ligase binding
GO:0043548	phosphatidylinositol 3-kinase binding
GO:0002433	immune response-regulating cell surface receptor signaling pathway involved in phagocytosis
GO:0071889	14-3-3 protein binding
GO:0071889	14-3-3 protein binding
GO:0005634	nucleus
GO:0043516	regulation of DNA damage response, signal transduction by p53 class mediator
GO:0004359	glutaminase activity
GO:0004359	glutaminase activity
GO:0043115	precorrin-2 dehydrogenase activity
GO:0043115	precorrin-2 dehydrogenase activity
GO:0005515	protein binding
GO:0005515	protein binding
GO:0009927	histidine phosphotransfer kinase activity
GO:0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system
GO:0010675	regulation of cellular carbohydrate metabolic process
GO:0009927	histidine phosphotransfer kinase activity
GO:0009401	phosphoenolpyruvate-dependent sugar phosphotransferase system
GO:0005634	nucleus
GO:0005634	nucleus
GO:0008134	transcription factor binding
GO:0042803	protein homodimerization activity
GO:0031012	extracellular matrix
GO:0007179	transforming growth factor beta receptor signaling pathway
GO:0043066	negative regulation of apoptotic process
GO:0005160	transforming growth factor beta receptor binding
GO:0031012	extracellular matrix
GO:0030879	mammary gland development
GO:0031012	extracellular matrix
GO:0042803	protein homodimerization activity
GO:0031012	extracellular matrix
GO:0007179	transforming growth factor beta receptor signaling pathway
GO:0005654	nucleoplasm
GO:0005829	cytosol
GO:0007179	transforming growth factor beta receptor signaling pathway
GO:0003713	transcription coactivator activity
GO:0030618	transforming growth factor beta receptor, pathway-specific cytoplasmic mediator activity
GO:0046332	SMAD binding
GO:0005634	nucleus
GO:0006355	regulation of transcription, DNA-templated
GO:0007165	signal transduction
GO:0007179	transforming growth factor beta receptor signaling pathway
GO:0007183	SMAD protein complex assembly
GO:0030618	transforming growth factor beta receptor, pathway-specific cytoplasmic mediator activity
GO:0046332	SMAD binding
GO:0005634	nucleus
GO:0006355	regulation of transcription, DNA-templated
GO:0007165	signal transduction
GO:0007183	SMAD protein complex assembly
GO:0046332	SMAD binding
GO:0005737	cytoplasm
GO:0007165	signal transduction
GO:0007183	SMAD protein complex assembly
GO:0003713	transcription coactivator activity
GO:0005737	cytoplasm
GO:0003713	transcription coactivator activity
GO:0003677	DNA binding
GO:0003700	DNA-binding transcription factor activity
GO:0030618	transforming growth factor beta receptor, pathway-specific cytoplasmic mediator activity
GO:0007179	transforming growth factor beta receptor signaling pathway
GO:0003713	transcription coactivator activity
GO:0046332	SMAD binding
GO:0005634	nucleus
GO:0007165	signal transduction
GO:0007179	transforming growth factor beta receptor signaling pathway
GO:0003700	DNA-binding transcription factor activity
GO:0007179	transforming growth factor beta receptor signaling pathway
GO:0005634	nucleus
GO:0007179	transforming growth factor beta receptor signaling pathway
GO:0005634	nucleus
GO:0030511	positive regulation of transforming growth factor beta receptor signaling pathway
GO:0005737	cytoplasm
GO:0030512	negative regulation of transforming growth factor beta receptor signaling pathway
GO:0030512	negative regulation of transforming growth factor beta receptor signaling pathway
GO:0005634	nucleus
GO:0030512	negative regulation of transforming growth factor beta receptor signaling pathway
GO:0005737	cytoplasm
GO:0030512	negative regulation of transforming growth factor beta receptor signaling pathway
GO:0030512	negative regulation of transforming growth factor beta receptor signaling pathway
GO:0046332	SMAD binding
GO:0005025	transforming growth factor beta receptor activity, type I
GO:0005887	integral component of plasma membrane
GO:0006468	protein phosphorylation
GO:0007165	signal transduction
GO:0007181	transforming growth factor beta receptor complex assembly
GO:0045013	carbon catabolite repression of transcription
GO:0045013	carbon catabolite repression of transcription
GO:0051726	regulation of cell cycle
GO:0051726	regulation of cell cycle
GO:0070491	repressing transcription factor binding
GO:0004407	histone deacetylase activity
GO:0045892	negative regulation of transcription, DNA-templated
GO:0070888	E-box binding
GO:0070888	E-box binding
GO:0003700	DNA-binding transcription factor activity
GO:0005634	nucleus
GO:0005667	transcription factor complex
GO:0008134	transcription factor binding
GO:0070888	E-box binding
GO:0070888	E-box binding
GO:0043565	sequence-specific DNA binding
GO:0070888	E-box binding
GO:0003700	DNA-binding transcription factor activity
GO:0006357	regulation of transcription by RNA polymerase II
GO:0003700	DNA-binding transcription factor activity
GO:0005634	nucleus
GO:0005667	transcription factor complex
GO:0006357	regulation of transcription by RNA polymerase II
GO:0008283	cell proliferation
GO:0055072	iron ion homeostasis
GO:0005634	nucleus
GO:0003700	DNA-binding transcription factor activity
GO:0005634	nucleus
GO:0045766	positive regulation of angiogenesis
GO:0004758	serine C-palmitoyltransferase activity
GO:0005737	cytoplasm
GO:0004758	serine C-palmitoyltransferase activity
GO:0005737	cytoplasm
GO:0005515	protein binding
GO:0005515	protein binding
GO:0043066	negative regulation of apoptotic process
GO:0005515	protein binding
GO:0005515	protein binding
GO:0019902	phosphatase binding
GO:0044445	cytosolic part
GO:0005515	protein binding
GO:0043066	negative regulation of apoptotic process
GO:0005515	protein binding
GO:0005515	protein binding
GO:0051402	neuron apoptotic process
GO:0071889	14-3-3 protein binding
GO:0005829	cytosol
GO:0019902	phosphatase binding
GO:0071889	14-3-3 protein binding
GO:0044445	cytosolic part
GO:0005515	protein binding
GO:0004758	serine C-palmitoyltransferase activity
GO:0004758	serine C-palmitoyltransferase activity
GO:0004758	serine C-palmitoyltransferase activity
GO:0005515	protein binding
GO:0005515	protein binding
GO:0005515	protein binding
GO:0005515	protein binding
GO:0004758	serine C-palmitoyltransferase activity
